Inning,AtBat,PitcherName,BatterName,Result,PitchVelo,BatterTimeToFirst,BatterTop,ExitVelo,LaunchAng,ActualDistance,BaserunnerMaxSpeed,BaserunnerInitial,BaserunnerSecondary,BaserunnerFinal,IsEventPlayer,EventPlayerName,FielderProbability,FielderRouteEfficiency,FielderMove,FielderReaction,FielderReactionAngle,FielderTransfer,FielderThrow,FielderThrowDistance,FielderMaxSpeed
5,51,Griffin Guinther,Caleb Daniel,Ball,88.4512,,,,,,,12.8751,15.0407,17.0642,True,Quarless Noah,,,,,,,,,
5,51,Griffin Guinther,Caleb Daniel,Strike Swinging Strike Out Swinging,74.802,,,,,,,12.3796,14.977,17.295,True,Quarless Noah,,,,,,,,,
5,52,Griffin Guinther,Will Baker,In Play Single,86.6076,4.591,18.4931,104.0884,12.0594,216.4223,13.9815,9.1716,11.867,13.7029,True,Smith Elijah,0.34,79.58,18.9349,1.4,23.7742,2.5,54.5078,91.8175,8.8153
5,53,Griffin Guinther,Connor Shouse,Strike Looking,74.3112,,,,,,,11.088,11.9492,13.5819,True,Quarless Noah,,,,,,,,,
5,53,Griffin Guinther,Connor Shouse,Strike Swinging,86.1276,,,,,,,11.0682,11.6583,12.9097,True,Quarless Noah,,,,,,,,,
5,53,Griffin Guinther,Connor Shouse,Ball,87.8399,,,,,,,10.9177,12.1461,13.8993,True,Quarless Noah,,,,,,,,,
5,53,Griffin Guinther,Connor Shouse,Foul Ball,76.5209,,,,,,,12.9386,20.5281,30.0812,False,,,,,,,,,,
5,53,Griffin Guinther,Connor Shouse,In Play Ground Out,85.3709,4.363,19.1796,41.7588,-52.3154,3.2912,15.9787,11.066,12.3082,14.4741,True,Guinther Griffin,,97.25,16.8197,0.85,9.9216,1.3,76.8716,73.323,8.7552
6,54,Caden Spivey,Trey Spees,Foul Ball,81.0649,,,,,,,,,,False,,,,,,,,,,
6,54,Caden Spivey,Trey Spees,Strike Looking,92.2848,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
6,54,Caden Spivey,Trey Spees,Foul Ball,81.7867,,,,,,,,,,False,,,,,,,,,,
6,54,Caden Spivey,Trey Spees,In Play Fly Out,80.9042,4.7,18.2172,90.2324,32.3828,331.332,,,,,True,Daniel Caleb,99.82,67.74,28.6009,0.65,61.5875,,,,12.3053
6,55,Caden Spivey,Brayden Corn,Strike Looking,81.1978,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
6,55,Caden Spivey,Brayden Corn,Foul Ball,90.897,,,,,,,,,,False,,,,,,,,,,
6,55,Caden Spivey,Brayden Corn,Ball,90.0516,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
6,55,Caden Spivey,Brayden Corn,Strike Swinging Strike Out Swinging,81.5534,,,,,,,,,,True,Lackey Vahn,,,,,,,,,
6,56,Caden Spivey,Hayden Friese,In Play Ground Out,78.9874,4.543,18.3888,83.1372,-3.2865,25.7592,,,,,True,Lodise Kyle,,77.91,,,,1.7,84.9485,98.7478,5.8058
6,57,Griffin Guinther,Kyle Lodise,Ball,74.1084,,,,,,,,,,True,Quarless Noah,,,,,,,,,
6,57,Griffin Guinther,Kyle Lodise,Ball,86.2927,,,,,,,,,,True,Quarless Noah,,,,,,,,,
6,57,Griffin Guinther,Kyle Lodise,Ball,85.5464,,,,,,,,,,True,Quarless Noah,,,,,,,,,
6,57,Griffin Guinther,Kyle Lodise,Ball Walk,85.0482,,,,,,,,,,True,Quarless Noah,,,,,,,,,
6,58,Griffin Guinther,Drew Burress,Ball,84.4882,,,,,,,11.2009,14.3271,16.9021,True,Quarless Noah,,,,,,,,,
6,58,Griffin Guinther,Drew Burress,Ball,73.8603,,,,,,,11.8034,15.0858,18.3984,True,Quarless Noah,,,,,,,,,
6,58,Griffin Guinther,Drew Burress,Ball,83.6702,,,,,,,12.0688,15.224,18.1454,True,Quarless Noah,,,,,,,,,
6,58,Griffin Guinther,Drew Burress,Ball Walk,84.4355,,,,,,,12.3863,15.544,18.2465,True,Quarless Noah,,,,,,,,,
6,59,Griffin Guinther,Kent Schmidt,Strike Looking,87.3216,,,,,,,15.0605,15.7947,17.5832,True,Quarless Noah,,,,,,,,,
6,59,Griffin Guinther,Kent Schmidt,Ball,74.6411,,,,,,,14.7499,16.532,19.497,True,Quarless Noah,,,,,,,,,
6,59,Griffin Guinther,Kent Schmidt,Ball,74.81,,,,,,,14.698,16.0864,19.2839,True,Quarless Noah,,,,,,,,,
